,title_2011,place_2011,title_2017,place_2017,sex,guid
6410,,,Assistant Professor,Worcester Polytechnic Institute,,81b5833a65a449bd9db3db08478eebeb
6411,,,Assistant Professor,University of Southern California,,d17f76fb78a6464baec0e25df5501752
6412,,,Associate Professor,University of North Texas,,c007a5df82234027a4683c1ccb9c520d
6413,,,Full Professor,"City University of New York, Graduate Center",,e96874064c404aaebfee6e8f57341a51
6414,,,Assistant Professor,University of Minnesota,,203e54356c8a45c385350e525c7a0fe1
6415,,,Full Professor,Pennsylvania State University,,734957d39939451a9cba17dca08ba4d6
6416,,,Full Professor,Rutgers University,,802df9ed1a8c4b56b550c468a72f1f6c
6417,,,Assistant Professor,Florida Atlantic University,,eacf954ca0414d5ebfac9e462ae34378
6418,,,Associate Professor,Cornell University,,60a440060d644352b30c73f9f9d7d9c9
6419,,,Assistant Professor,Vanderbilt University,,650ed9bace9f4b11a5ff845883e991be
6420,,,Assistant Professor,"University of Colorado, Boulder",,d258d08d78314855b164ef0adaddaf0e
6421,,,Assistant Professor,Case Western Reserve University,,c61599cdcb2f41c7971f0fea290065a4
6422,,,Assistant Professor,"University of California, Los Angeles",,8b5be870e2c641ac9d7024d487772f41
6423,,,Full Professor,Carnegie Mellon University,,6dad15a97e4a4ed38bd210e51af8e5ca
6424,,,Assistant Professor,Virginia Tech,,294862983aee4b92abd9e62265d7552c
6425,,,Associate Professor,University of Utah,,77f10cbd23d4426fb76c41897c9f270d
6426,,,Full Professor,"University of Texas, Austin",,8112aa4d87294414aa94c88b31f4f5d8
6427,,,Associate Professor,University of Waterloo,,723f909dae88486b843ac872a1fd7007
6428,,,Assistant Professor,"University of Alabama, Huntsville",,0ea7ae51106e45398b1368dadfb0360f
6429,,,Assistant Professor,University of Toronto,,d54fa97097144cf59c069c37ec2725bc
6430,,,Assistant Professor,"University of North Carolina, Charlotte",,64a6068a77214c9f9fa6c0b098872287
6431,,,Assistant Professor,University of Florida,,d7c290d5626b47dfb3ac6b6f87bfbc6a
6432,,,Associate Professor,Stanford University,,5014984f7d1142a1bd58b92194df625e
6433,,,Assistant Professor,University of Manitoba,,f7bc670598f04c64a9a04f21e441bacc
6434,,,Assistant Professor,University of New Hampshire,,c6a5fefaac804a5c952ead80a35d617d
6435,,,Assistant Professor,University of Rhode Island,,d1a459c9574142be9fdd6ab7c95cc908
6436,,,Assistant Professor,Louisiana State University,,fb60399ea155493e9a2796d6d47ea5d4
6437,,,Assistant Professor,Indiana University,,9e6727c828b84340bb35f6b7eee60e94
6438,,,Full Professor,University of Washington,,0e5b79e4ba1b439c98f611fc4bff4b9a
6439,,,Assistant Professor,Case Western Reserve University,,4abe6446a2944e1aab51aa2dcc039058
6440,,,Assistant Professor,York University,,f97e0cbb7186460ea1ca4d11d391406f
6441,,,Assistant Professor,Cornell University,,ba4855089e934e4887b8d663679c0b5f
6442,,,Assistant Professor,Dartmouth College,,df77041645d64321a0501901b920a7ae
6443,,,Assistant Professor,Clarkson University,,42230984553445738fe9ff8757a38118
6444,,,Full Professor,Brigham Young University,,94a5f01e8b7a431d8a913184ca1cab65
6445,,,Assistant Professor,New Mexico State University,,1c93995cce284d39967e9fcff987d33f
6446,,,Assistant Professor,Columbia University,,65952c4706e143fbbe0110e563f8f9d6
6447,,,Assistant Professor,Worcester Polytechnic Institute,,ae35ea0a94ea4249887d365470f91a8d
6448,,,Assistant Professor,"University of Texas, Austin",,e43d2428921947de8bba90782b59bd0e
6449,,,Assistant Professor,"University of Buffalo, SUNY",,2cf18bff2fe348c3a51b3fcbbec49cf3
6450,,,Assistant Professor,Princeton University,,a14093e77916490a92741b78c4e8daec
6451,,,Associate Professor,University of Rochester,,572fcec231c646d89a36e705c359e9ee
6452,,,Associate Professor,"University of Massachusetts, Lowell",,de7b0c0a2fb645bbbf7d741f71c302e7
6453,,,Full Professor,Pace University,,39474645864d48a6a7f3e5a3372b35e0
6454,,,Full Professor,University of Saskatchewan,,47042ae650a749ec8305952837528e45
6455,,,Assistant Professor,University of Idaho,,622310872a9d4a96bf12b5b0c1205adb
6456,,,Associate Professor,University of Calgary,,8a8a0707ea484d5a98a04fc0473a8423
6457,,,Assistant Professor,Oregon State University,,5b8c44a757d24b029ffaeef9e3acb967
6458,,,Assistant Professor,Brown University,,edb89ee221e14e098a2a3461fbcb3b2f
6459,,,Associate Professor,"University of California, Los Angeles",,e433eb4020764d328156e3482dbd8485
6460,,,Assistant Professor,Brown University,,a6d91b0dae734104bd378fdd60d8ff13
6461,,,Assistant Professor,Massachusetts Institute of Technology,,d4999cecee364905805cae10371de532
6462,,,Assistant Professor,Clemson University,,90f2afa674934d4face5352b03d562b0
6463,,,Full Professor,University of New Mexico,,b63fdff218374c14a12ddd04db80584c
6464,,,Assistant Professor,Iowa State University,,5b72da39dfc14dada5b6ee660c906318
6465,,,Full Professor,Wright State University,,c25b438e5a9d472f806e63253be9e38a
6466,,,Assistant Professor,Purdue University,,ea07cee521624bcea1b3e74522af60a7
6467,,,Assistant Professor,Wayne State University,,5fbd1afe1dfe4ab1b52cad7188b5dd31
6468,,,Assistant Professor,"Southern Illinois University, Carbondale",,d040830b2e3a4cb7b7d3dc3a6838030e
6469,,,Assistant Professor,Arizona State University,,54bd21f947f24d5596c7c845aa4e431a
6470,,,Assistant Professor,"University of Texas, Austin",,3c45f43d65a24ec7aa1e72d05a188559
6471,,,Assistant Professor,Virginia Tech,,486483fe7bf746b5a4eb44b51c792ef5
6472,,,Full Professor,Carnegie Mellon University,,e8a0b201c57947f998be33882c27edca
6473,,,Assistant Professor,"University of California, Riverside",,e1b6c3af46404e6ba62d868e3a82d469
6474,,,Full Professor,Memorial University of Newfoundland,,71c71dc4144643cf96b2c545b77284cc
6475,,,Assistant Professor,Concordia University,,cbd3648f44d64344908d2a9c68a4673b
6476,,,Full Professor,Princeton University,,6d389c682e6e4846a46f9f4fa55e629e
6477,,,Assistant Professor,"University of Alabama, Huntsville",,f6388be1923c4082b95fcc381741bc50
6478,,,Assistant Professor,College of William & Mary,,5aeb0621888c4a7b9e713194829eb305
6479,,,Assistant Professor,"Binghamton University, SUNY",,a5a3f1963e674aa5accd8cbd2853078f
6480,,,Assistant Professor,"City University of New York, Graduate Center",,6be33c745bcd4663a3d77a5993f03dd7
6481,,,Full Professor,"University of Illinois, Urbana Champaign",,c4927a9000ca40009988a930ac4c0a65
6482,,,Assistant Professor,University of Virginia,,5abf262e59e04c1ba16410e1419dfe36
6483,,,Associate Professor,University of Pennsylvania,,2d4c45751aae490daa737db61177a3d7
6484,,,Full Professor,"City University of New York, Graduate Center",,16d9c2c8af8348048fcc972e268b43d6
6485,,,Full Professor,Carnegie Mellon University,,e3071eb6c4534cce843e67e2b8f6a184
6486,,,Full Professor,Pennsylvania State University,,f121f0c2066a46f2872f2f6341653fed
6487,,,Associate Professor,Cornell University,,56b5f9b87aea4045825f0a685edb648a
6488,,,Assistant Professor,University of Iowa,,aa11e6cbb2a5437c823834e55d6b585d
6489,,,Associate Professor,University of Virginia,,cd6e1059079d42efad309727477b0710
6490,,,Assistant Professor,"Stony Brook University, SUNY",,ebb6aef323fd4abd906dd31a25e0d0c7
6491,,,Assistant Professor,University of Virginia,,46fdc002fda546e7835c6d1724b2c9de
6492,,,Assistant Professor,Polytechnic Institute of New York University,,6cee49d00d7c49b9948d8a35f3b827eb
6493,,,Assistant Professor,University of Iowa,,fe3db9b2a2eb4610a389aa758ed3e2dc
6494,,,Full Professor,University of Calgary,,d1189c2c4fd04628b66d189bfae1cfab
6495,,,Assistant Professor,Cornell University,,f69cad4726a241adbd662f152966890a
6496,,,Full Professor,University of Maryland,,487f5eb6d6e6412ea266716fd991396a
6497,,,Assistant Professor,Harvard University,,f5cd0fd75f1c45adb8990747ed12ee0f
6498,,,Assistant Professor,Virginia Commonwealth University,,738a86dc0a3b444a840eae967ff73428
6499,,,Full Professor,"University of Alabama, Birmingham",,aa2a2a51163f4c8aafffcf34d77c616a
6500,,,Assistant Professor,Oregon State University,,cbe0bcdaed714f0bbfed9f985b65a6bb
6501,,,Assistant Professor,McMaster University,,e7cd2edb65c2453d884f964d09551c0b
6502,,,Assistant Professor,University of Victoria,,6cdaea7df7f0499cb13ace4f9eb5e1d5
6503,,,Assistant Professor,University of Washington,,dc3cd044491541978781a5185dda30c2
6504,,,Assistant Professor,University of Connecticut,,002214cf386840c086352400dbec8e4d
6505,,,Assistant Professor,Georgia State University,,00068c8d832745a1be0ec4084a15a9d6
6506,,,Assistant Professor,Cornell University,,9df1bf7796774e3dbf71aa9f33d671b7
6507,,,Assistant Professor,University of Washington,,d35ca13a6ab14540aef8dc0a913fa24a
6508,,,Assistant Professor,North Carolina State University,,426de6bcfac1401e8740c5a0b5c26bac
6509,,,Assistant Professor,"Southern Illinois University, Carbondale",,d6dba570f6744ba28a4066aa0917a4c3
6510,,,Associate Professor,"University of North Carolina, Charlotte",,58702abf44dd47ef9ea555d155f01e20
6511,,,Full Professor,Duke University,,576b701d62324243b24b40bb32ef8d8e
6512,,,Assistant Professor,Kent State University,,7f4e284407a44823a02f689881ee396d
6513,,,Assistant Professor,Cornell University,,ee30b1366b0e49fbb77289aae605ab12
6514,,,Full Professor,University of Pennsylvania,,857e29e7ea3f46e2a199dc9f77124d83
6515,,,Assistant Professor,University of Mississippi,,c6946eb8c607467397d750d48b9af60b
6516,,,Assistant Professor,Cornell University,,079f9c0770204e0786a5acb49722ab98
6517,,,Assistant Professor,Rutgers University,,3fa8cd8c2f39402cae33d5f9e266c493
6518,,,Full Professor,Pace University,,a315dfe996344b36b9bdb84221b2b7f3
6519,,,Assistant Professor,California Institute of Technology,,ad00f5c32536496bbef220794348def8
6520,,,Full Professor,University of Kansas,,41d79182d5c549dc8c6bc83e9f7d28db
6521,,,Full Professor,Pace University,,92a091447c27445ca60e446e63dc25d2
6522,,,Assistant Professor,"University of Illinois, Urbana Champaign",,13f3f077e8a64cc1b49f931160b8a913
6523,,,Full Professor,"Southern Illinois University, Carbondale",,fbc14749be29459fa590fe432b91449a
6524,,,Assistant Professor,Brown University,,59b204f596a4477580c7b7c154ee690e
6525,,,Assistant Professor,Drexel University,,15586458b0a34338b49d3fd9e2e2b928
6526,,,Assistant Professor,Michigan State University,,d925ddb98ce44f01ad2a0ed78e68118b
6527,,,Assistant Professor,Virginia Commonwealth University,,4efb09fa67be4f3184c304e2eb8eae81
6528,,,Associate Professor,"University of Texas, Arlington",,8bdce24ab58049d08335274deabc88fc
6529,,,Full Professor,North Carolina State University,,555dc943cbe34145bbeac5ea344eef0a
6530,,,Full Professor,Princeton University,,6f8b0f61917d41728edf17a19d27046f
6531,,,Assistant Professor,"University of Texas, Austin",,0afd032e911e41a1b668ebb21c4e06d5
6532,,,Assistant Professor,Indiana University,,3ed678badf724651ae90ebbea26cc8a2
6533,,,Full Professor,University of Virginia,,3efc151a7a914e85b4c0789552058acd
6534,,,Assistant Professor,George Mason University,,a5e2e372ae3b430a8bb089b73140f663
6535,,,Assistant Professor,"University of Louisiana, Lafayette",,b5d632eaad7d43cfb09a9bfee47e4bd1
6536,,,Associate Professor,University of Victoria,,e1f0de268e8c44198d2d3e0023d5945b
6537,,,Full Professor,University of Arizona,,ca98d4ff4f594c618a8b1267cf83f10a
6538,,,Assistant Professor,Clemson University,,18970938f696462da2f7d2237304322f
6539,,,Full Professor,University of Idaho,,d0849e54137e41c39a4515fb202b4dee
6540,,,Associate Professor,University of Central Florida,,b5130e3598624134af5c999441a8df1f
6541,,,Associate Professor,University of Southern California,,0e8dfe2200b446e2ab38b5286ffc2d90
6542,,,Assistant Professor,Ohio State University,,8dba40998d664b9eab8f78eafceee26b
6543,,,Associate Professor,Old Dominion University,,08e09604e2c24578a761d07a81e7994a
6544,,,Assistant Professor,University of Kentucky,,4d2aa430e9e144feb8abe7258564b307
6545,,,Assistant Professor,Carnegie Mellon University,,c8b4ed92391f41f49581164e188aa46d
6546,,,Assistant Professor,Oakland University,,b74b6e74aaa44e72a8d7ece19b48109e
6547,,,Assistant Professor,"University of Missouri, Columbia",,57891016a69748728efde84c1b904eb3
6548,,,Assistant Professor,"University of Nevada, Reno",,19083072d4df445da2cf3605bc066a71
6549,,,Assistant Professor,Michigan State University,,4904144acac84421a7d4a9d6b6bc206f
6550,,,Associate Professor,York University,,32db3b274e5b486188b5aaf3c893a4d5
6551,,,Assistant Professor,"City University of New York, Graduate Center",,306159b8cdcb4e4a94b2acd3155441fe
6552,,,Assistant Professor,Colorado School of Mines,,7bdd5a292ba84d478ce85b27fdf8acd6
6553,,,Assistant Professor,"University of Nevada, Reno",,a07ee69485614327b8894e3545860479
6554,,,Full Professor,"University of California, Los Angeles",,fa51fa2876094b228a43ad072c162fff
6555,,,Associate Professor,University of New Mexico,,e07a1f16e0314e1a90628479005cef9a
6556,,,Assistant Professor,"University of North Carolina, Charlotte",,814bd62003cb42f68662c285b9543d6a
6557,,,Associate Professor,"City University of New York, Graduate Center",,9e4cfbf39036401b9fd49b4488304362
6558,,,Assistant Professor,Carnegie Mellon University,,b23b93618c274d01918f4299f9179ba4
6559,,,Assistant Professor,"Washington University, St. Louis",,ff1e0a852d7c4176872ac3eb297d7857
6560,,,Associate Professor,Duke University,,18fea7954a954e00989b05f696063648
6561,,,Full Professor,University of Alberta,,e28f2f5cbc2d4b88b3f81986d295c6bc
6562,,,Assistant Professor,Worcester Polytechnic Institute,,b49c4caa11e84f98bd409495d381b598
6563,,,Assistant Professor,University of Waterloo,,37aacecd324f46cea1d17bd297af23c7
6564,,,Full Professor,"University of Albany, SUNY",,e025cb7ccb5b4a9a9baffc56350dd4f2
6565,,,Assistant Professor,Pace University,,1c3e9459c9df44828cf12a4745a2b3f4
6566,,,Full Professor,Duke University,,96598f234ccd4accbd3c9c317dccd3ef
6567,,,Assistant Professor,Northeastern University,,df9898f795784d3c8a051178d68774f7
6568,,,Assistant Professor,Washington State University,,40d7e2ae63b940c593b8e8196f3dc3f4
6569,,,Full Professor,University of Maryland,,f77312b55ef246628e941e4a98984893
6570,,,Full Professor,Montana State University,,40becccfd5c34208a41542aef2163499
6571,,,Full Professor,"University of California, San Diego",,0edd7a0e09944b21ab4bb38e2151cede
6572,,,Assistant Professor,Virginia Tech,,812919514b4b4345a78cc5578cc64510
6573,,,Full Professor,Virginia Tech,,96ba308d653a4e37aacb8f5100ebeb66
6574,,,Full Professor,University of Memphis,,e0fb5555d8fd4f78941f4b1e0050d809
6575,,,Associate Professor,University of Oregon,,4eebf9aab6f44e4b8fd0823759d67b3f
6576,,,Assistant Professor,University of Florida,,c1638488543441faaf6a6c44bb72852c
6577,,,Full Professor,University of Maryland,,adfaed098ffa499986e00c3e3e6163a1
6578,,,Assistant Professor,"University of California, Los Angeles",,2869bfa98c2c41d79925d6095e610895
6579,,,Assistant Professor,University of Virginia,,8d922b870e974a83998c37fc5a777674
6580,,,Full Professor,"City University of New York, Graduate Center",,938a185043dc460290da8227194c7efd
6581,,,Full Professor,Virginia Commonwealth University,,5b0e88996864443eb323644c51d60665
6582,,,Associate Professor,"University of California, Santa Barbara",,135ff9bb6c7d463381c5df51cc6c23d7
6583,,,Assistant Professor,University of Minnesota,,49837af1ce364f88bc11fd4f5901d3bd
6584,,,Associate Professor,"University of California, Los Angeles",,c4ed4a32f2354ad889b8974ed5fd40c6
6585,,,Assistant Professor,University of Virginia,,8cae5dcf467747c48ef8a40e97b72204
6586,,,Assistant Professor,North Carolina State University,,95c8b6ee3ab9489380e1859627366b48
6587,,,Assistant Professor,Boston University,,5c66c99c51844deca9591a5afc805f79
6588,,,Assistant Professor,University of Utah,,6e066c9fae6747c694189b10fe37f94a
6589,,,Assistant Professor,"University of Colorado, Boulder",,39e4e5e380d14f6ea8d8bb615bb3c32c
6590,,,Assistant Professor,Brigham Young University,,db08bc28d269437dbb4b544da800a3ef
6591,,,Assistant Professor,University of British Columbia,,38efab32575f4be29118c6849a5c1421
6592,,,Full Professor,"University of California, Berkeley",,aa46597aceeb4db7911c0edfc33d3737
6593,,,Full Professor,"City University of New York, Graduate Center",,616fc2b51f7348c985e094248f8275b5
6594,,,Assistant Professor,Missouri University of Science & Technology,,c9fe663748294b6d9baead3c724c468d
6595,,,Full Professor,"City University of New York, Graduate Center",,56712a748b6d47b9b2dad94590160bb2
6596,,,Full Professor,"University of California, Irvine",,aa2d7eb6302e4ea68d1c2bb61c56ec0f
6597,,,Assistant Professor,Indiana University,,37858db6274c427f94f2c0c324dfce43
6598,,,Assistant Professor,University of South Carolina,,21d9761cbf8045fe9689bcea8fa9525b
6599,,,Assistant Professor,"University of California, Los Angeles",,9f8a1094dbcf40a2971db0dbdc5079b0
6600,,,Assistant Professor,Old Dominion University,,1be47cffa57649e1b3be117ac406bbe6
6601,,,Assistant Professor,North Dakota State University,,1a8fddae17404d74bd8b4fc25dc2d9fc
6602,,,Associate Professor,Indiana University,,cc264db884cd48ea9bc7973c4774699a
6603,,,Assistant Professor,"University of California, Los Angeles",,d5b722d4c1a84780832c0ba9c1efa530
6604,,,Assistant Professor,University of Florida,,9bfe842c516a44b68f43dd43ed6342e4
6605,,,Full Professor,University of Tulsa,,56a6581326bd437c87f27eec97166b1b
6606,,,Full Professor,Memorial University of Newfoundland,,0afca4166ec04a998b24d16ab2b36cf7
6607,,,Assistant Professor,Oakland University,,630068a556884788a5c1ae41b85436bf
6608,,,Assistant Professor,University of Pittsburgh,,2fb475cb8f754860aac8551438576bca
6609,,,Assistant Professor,Clarkson University,,56035da453f0428aa7550f42794f755b
6610,,,Associate Professor,Drexel University,,68b5f39208684d87aedbfcec80eb698f
6611,,,Associate Professor,York University,,a5bb217426294c869f9a6ac606f9eb6e
